id,dialect,dialect_l_encoded,text,arabic_region
962107643040092160,EG,10,حسابشخصي حسابشخصي حسابشخصي ولا كبير و لا حاجه . . دي عقده عندكم اصلا من الصغر 😅 ما الناس كلها بتنام بمخدات اشمعنوا انتوا ؟ ! 😂 ,Egyptian
988074802295529600,AE,15,حسابشخصي الله يوفقج، اكلي و اشتغلي ع البروجكت الاول لين الرابع,Gulf
1040291636322951168,SY,7,حسابشخصي حسابشخصي بدي اتسلق علي اكتافك,Levantine
444559147716337664,JO,6,حسابشخصي برنامج بخلينا نضحك وهيككا,Levantine
1150428734161346560,MA,9,حسابشخصي 😭 مغلوب بجوج مجموعات لوحده,Maghrebi
362417773831393280,SY,7,حسابشخصي الله يسمع منك يارب,Levantine
1163792921633705984,KW,3,حسابشخصي حسابشخصي ومنا لمن يتهمنا بالعنصريه يقولون لكم الحفاظ علي قيم المجتمع من العادات الدخيله الو معانا عالخط اصحاب خلهم يترزقون 😡 ,Gulf
986743801833316352,DZ,14,شكون توته ؟ يااه هيفاء مازالت عايشه 😮 وش جاب عزرينها للترند تاعنا ؟ # Touta ,Maghrebi
893166273340813312,JO,6,#سعد_السبيعي_بخريف_صلاله شكرا للناس اللي معانا دايما بدون سبب بدون شروط بدون مصالح تحب تشوفك مبسوط ومعاك تفرح,Levantine
1172764025895211008,LB,5,كندا تصادر ممتلكات ايران لمصلحه ضحايا رابطويب,Levantine
645723090148659200,JO,6,حسابشخصي شو هي الي مخبينها . . هو بتخبي عليه اشي بكل اشي حاقن حالو,Levantine
911308939022733184,IQ,8,حسابشخصي خابر امك وكلهه احبج اني فوك برج خليفه وراح انتحر,Gulf
967043538788716416,SA,2,حسابشخصي ما عليك لوم لانك كويتيه و عجميه و حميتك لازم تدافعين عن محسن . . محسن له اسبوع غايب عن البث و مو اليوم فقط . . انا مو ضده بس غيابه المكرر هو اللي ينزل مستواه و درجاته,Gulf
1162862613971308288,EG,10,حسابشخصي لا ده انتي فقريه بقي امشي من هنا امشي 😂 ,Egyptian
825807808067039232,MA,9,#مصر_المغرب مع كل احترامي لـ الحظ 😂 في كره القدم الحظ لم يبتسم ابدا للمغرب وهيا الزهر تعفر بشويه ودابا يسجلو المغاربه والايام تجيبك ليا,Maghrebi
981186833274015616,SD,1,الموضه اصلا بتبداء كده ☝,Maghrebi
1156750574249025536,SA,2,حسابشخصي زوجها وبوجهه علي طول بالبيت بالكافي بس خليها تنتبه من زميلاتها يمكن يحط عينه علي وحده منهم ويتزوجها,Gulf
1147551147080790016,DZ,14,حسابشخصي حسابشخصي بص تفتح قلبي تلاقيك ماشي جوه 😂 ان شاء الله يا رب,Maghrebi
1090416235676872832,MA,9,خليتكم علي خير ياطيب ناس 😍 ,Maghrebi
952196936840499200,QA,4,حسابشخصي ويعز شانها ويرفع درجتها بالجنه علي كل قذف جاها ويبلي قاذفها باشد العذاب دنيا واخره,Gulf
1112059116187459584,TN,16,اه و يا #غيم_العشوه و يا عذابي نا غيم العشوه و يا عذابي نا اه ويا غيم العشوه و طالت ليام و توحشنا ويا عذابي نا اه و يا مشيه خالي و مشيه الغزال فوق الندوه ويا عذابي نا اه و يا فوق الندوه و ماجاش اليوم يرجع غدوه و يا عذابي نا اه و يا طريق #الكاف و حصحاصك ولا ولا جاوي و يا عذابي نا,Maghrebi
1142935482168479616,MA,9,حسابشخصي اهلا و سهلا بياا,Maghrebi
963728369413214208,SD,1,الابديت الجديد واقف قناا = واقف جب,Maghrebi
1158053223963533312,IQ,8,حسابشخصي هه بس انا مو شقرا,Gulf
962369500053164032,OM,0,حسابشخصي ابد و الله تعبت و انا ادور الرابط العجيب 😂 ,Gulf
1118903106723557376,TN,16,بلنتي مصخره اذا احتسب لك الله يا نجم,Maghrebi
1055872813175922816,TN,16,ضروري ننهي الشوط بهدف ثاني,Maghrebi
1056964544159981568,TN,16,حسابشخصي حسابشخصي ننتظر ضيافه كويسه للترجي عشان نقوم بالواجب في تونس 💕 ,Maghrebi
1164882357561765888,LY,17,حسابشخصي الله يبارك فيك يغالي عقبالك وماشي صحفي عزومه بيكو قالي 😂 ,Maghrebi
1176492156103659520,KW,3,حسابشخصي اولا سبب الشتم والسب واخرتها التفله انه كان معاها ممنوعات تصعد معاها بالطياره وهالشي نعرفه ولم نسب ونشتم ✋ 🏼ثانيا نتمني من المدافعين عنها يشوفون الفيديو التالي علشان يشوفون المستوي والاسلوب,Gulf
913063551165698048,SA,2,#اغلاق_المحلات_وقت_الصلاه هه تعطيل هاه الي يقول تعطيل مصالح ليه ماتصلي واذا انت بايعها 👣 بقلعتك بس الي يبيع بيصلي انقلع لماما 🏌️ ,Gulf
1109228323610218368,EG,10,حسابشخصي حسابشخصي دولتكم بقالها كام سنه علشان تقول احنا الي حررناكم . . . انت بتقلب التاريخ نسيت حرب العراق . . . علي العموم احنا هانفضل التاريخ والحضاره والازهر . . . ودايما وابداا هتفضل مصر ام الدنيا رغم انف الحاقدين الي زيكم 😛 ,Egyptian
917040968326615040,SA,2,عصير مين اللي ف الثلاجه 🍷 ؛ والمشكله يكلمك وهو يشربهه 😂 ,Gulf
877530220689068032,SY,7,حسابشخصي كل ما احمل يوصل 4 او 5 % بعدين بيكتب بيقول السيرفر منتهي وبيوقف تحميل,Levantine
949380715598184448,LB,5,حسابشخصي لان ما في شعب غنم تابع لمزرعه طوائف حتي الله بتاجر في اكيد رح يصل موجوع,Levantine
838877324997246976,SY,7,حسابشخصي حسابشخصي المي العكره رح تموتها بشبابها اذا ما غيرت المي . طبعا اذا بتقدر ( اقل الايمان انكار المنكر ) . ,Levantine
434309302111961088,SY,7,صرعونا بالاخلاقيه والمعاير الانسانيه ! ! وكل واحد منهم فرع الاخلاقيه كلو بحطو بجيبتو . شويه بجم,Levantine
1148666363130634240,YE,12,حسابشخصي اهه اهه اهه لو شركه Arbus تجيب طايره مايقدر احد يترجم,Gulf
1173455182698598400,OM,0,تو موه ذي الزحمه 😑 ,Gulf
1161004831705837568,TN,16,حسابشخصي حسابشخصي لا اتوقع . . . . ايمري لاعب مهم جدا,Maghrebi
1044097380805734400,SY,7,حسابشخصي والله كنت ناويه اكتب بهالموضوع,Levantine
668557946415091712,PL,11,حسابشخصي مين فهمك كلام غلط هادا حلوه حلوه وبشعه بشعه في جعفر وفي نانسي,Levantine
994716599985803264,IQ,8,حسابشخصي حسابشخصي هه والله انتي اكبر لوتيه,Gulf
1117870664118149248,SY,7,حسابشخصي كرمال الانسانيه وانو نحن يااي انسانين 🙄 ,Levantine
308648329187835904,QA,4,ﺎسلوبک هو ماו يقربني منک . . ﺎۆ يبعدني ععنک ف ﺎنتبہ ه لتلک ﺎلاشياוء ﺎلبسيطہ ه ♥,Gulf
1162106387066957824,TN,16,حسابشخصي حلوه برشا اول مره نسمعها شكرا 🙏 ,Maghrebi
1071690414057537536,KW,3,حسابشخصي صح امشي . بس الامشي كان يذبح الناس بعد مو بس الذبان,Gulf
1013601256449937408,PL,11,حسابشخصي حسابشخصي عفوا اختي مين انت ؟ اسمك مو غريب هه 😂 ,Levantine
1162069122013978624,AE,15,حسابشخصي اول مره اشوفه واعرف انه مذيع الله يهديه,Gulf
1096179638693515264,QA,4,حسابشخصي يارب ما اصير مشهور وياخذ فيديوهاتي جو والله اصير حفله هه,Gulf
1172615702043406336,SD,1,حسابشخصي حاضر يامحمد مافيها بيت بيتين كده طيب,Maghrebi
1091650871371415552,JO,6,حسابشخصي انداري هيك بتخلي الواحد يضحك غصبا عنه اخر جمله هاي لحالها قعدت ساعه اضحك عليها 😂 ,Levantine
1168524534703689728,YE,12,حسابشخصي في بيت خاله هه 😷 ,Gulf
165821548589092864,LY,17,حسابشخصي لانهم كمن يبسق و بساقه يرجع علي وجهه,Maghrebi
941203374451642368,YE,12,حسابشخصي حسابشخصي تقصد كذا يالله تعالوا رابطويب,Gulf
933808827463536640,PL,11,نادرا لما يحصل معي شئ وما اشاركه مع حدا واحتفظ فيه لوحدي واغلب الاشياء الي بتحصل معي بحب اشاركها بس مع صحباتي وعائلتي وبكون مرتاحه 😌 واحيانا في اشياء بشاركها مع الكل او مع الي بعرفهم بس بعدها بندم كثيير,Levantine
1061005492863098752,MA,9,حسابشخصي اه صراحه ملعبوش فمره مكينش شي هجمه منظمه وليد سليمان كيتحرك ولكن ايد واحده متصفقش ديما ترجي لعبو واستغلو اختلال الدفاع,Maghrebi
908322247156387840,LB,5,#الثروه_الزبالاتيه العالم هني الزباله ما وقفت عالبحر شوفو عالطريق كله بيكب زباله حتي من شباك السياره واخر شي نحط الحق عالدوله,Levantine
932373412558884864,DZ,14,الغوازي شو صاير لهم فصلو علي الاخر #زد_رصيدك 48 ,Maghrebi
1134316329085702016,SA,2,حسابشخصي اطلاله ولا اروع بس اذا افطرنا كيف نصلي مافيه مجال,Gulf
1101869229488422784,AE,15,عقب ما طيح قلب الولد فقير 😂 رابطويب,Gulf
1110849152504811648,SD,1,حسابشخصي حسابشخصي حسابشخصي المشنقه بتتقطع بيجي مفنقل بيها ، ده الا يترجم بدبابه ،جبل التاكا ده,Maghrebi
980193942770802816,YE,12,حسابشخصي حسابشخصي في الاتصال المسمري يسال البنت هل في شهود البنت سكتت وسالت اللي جنبها اسمه العاقل ( انت ايش قلت له في شهود وهو رد عليها قال قولي له مافيش شهود ) ؟ ؟ ؟ هذا الكلام علي ايش يدل,Gulf
1151879163424497664,TN,16,حسابشخصي ربي يهنيهم محلاهم 😍 اسمعو يا دزيريات راو عنا الالاف من بناتكم ماخذين من ولادنا عاد اسكتو خير منرجعوهم لدزاير 😂 نفدلك راو . . . . . خلوكم كيفنا وقلو ربي بهنيهم 🙂 ,Maghrebi
1076202189310300160,IQ,8,حسابشخصي حسابشخصي معذور حبي محمد دوخك من سوالفه,Gulf
1184218995886645248,LB,5,حسابشخصي 100 % . . . وهيدا راي . . . يشتغلوا وما بقي يطلعوا علي ولا شاشه . . . حتي النواب وكل مسؤولين التكتل والتيار . . . عم يطلعوهم ليورطوهم ويستغلوهم وخاصه الاعلام الماجور والمدفوع سلفا . . . بس للاسف حب الظهور بلش ينتشر,Levantine
957025270611038208,LY,17,دجـاجه خـطمت من قـدام مشـتشفـي 🏥 . . سمـعت صوت عـياط 😳 . . . قـالت اسـملـه علينا انجـيبو بـالستيكه مـادرنـه هـالزعـزاعـه,Maghrebi
841746709206204416,JO,6,يا ست الحبايب ياموو 😍 ,Levantine
861581795548123136,MA,9,اهاب ديما حديث الصحافه # ihabamir حسابشخصي رابطويب,Maghrebi
1011764462292995968,EG,10,#بتكره_في_مصر_ايه ؟ الظلم، القهر، الجوع، المرض، الواسطه، الفقر، الفساد، بكره فيها المسؤولين والرؤساء والمحافظين والوزراء والقيادات الحزبيه، بكره فيها المحسوبيه وانعدام الضمير، بكره الشعب اللي مش فاهم انه بيغتصب كل بوم في فكره ومضحوك عليه ومصدق، باختصار بكره دوله العك . ,Egyptian
1047807245612973952,SA,2,حسابشخصي حسابشخصي انت وش حارقك من هاشتاقته اذا كانت كلها مع الوطن وحنجره ضد من يتربص به,Gulf
1084242849632268416,EG,10,مثلا يعني المناخير لازمتها ايه في الشتا عملاله تشن وترن وبس اعرف بس فايدتها ايه في الشتا لازم يعملوا غطاء للمناخير او استئصال لغايه ما الشتا يخلص او استئصال نهائي فايدتها ايه يعني غير الشم نتغاطي عنه ده حتي الروايح في بلادنا مش كده يعني,Egyptian
1163038431775207424,LY,17,والله الحلاقين يعاملوا فينا في معامله لعند معش تعرفه يشوف فيك زبون ولا عبد مش توا بعدين تاخذ منه موعد يقفل نقاله تجيني 1 : 30 في القايله ولا بعد 12 في الليل يحسسك متعلم الحلاقه من هارفرد الاستاذ . ,Maghrebi
1002962404009889792,QA,4,حسابشخصي حسابشخصي الله يمهل ولا يهمل وكل فاسد ومجرم وله نهايه علي حسب عمله لاتامن كيد الله سبحانه وتعالي حسبي الله ونعم الوكيل بحلف الفجار 🙏 ,Gulf
1142887201459622016,IQ,8,حسابشخصي حسابشخصي هاا مبروك اخذتوا الدوري 😂 ,Gulf
1176191518010499072,SA,2,#تركي_ال_الشيخ خلايا عزمي برا الهشتاق ترا احنا محتفلين بالوطن وامورنا زينه ماطلبنا تدخلات روح لقط وجهك انت واياه 🇸🇦 رابطويب,Gulf
1155194884724330496,BH,13,حسابشخصي حسابشخصي راسي بيفقع وهي حاطه ارقام وصفارات 😤 ,Gulf
746392724836913152,LY,17,حسابشخصي ان شاء الله هذا حد السو يا حبي,Maghrebi
1028039301744025600,MA,9,حسابشخصي حسابشخصي والله تا خاصهم اعاده التاهيل,Maghrebi
1007865185283915776,IQ,8,حسابشخصي هسه اثنينكم متخافون يلزموكم ؟ ,Gulf
699546068942503936,BH,13,اذا تربي الاسد وسط الاغنام … هل تعتقدون اذا كبر بياكلهم ؟ بكون مفترس ؟ بصادقهم ؟ بتخاف منه الاغنام ؟ رابطويب,Gulf
718881906197143552,SY,7,حسابشخصي ابلد من هيك معدش يطلع معي هه يسعدو خي حسام,Levantine
942170014538502016,DZ,14,الحقيقه ان غازي المطيري مداخلاته دايما لطيفه وتسعد الناس والمقدمين وشخص عفوي جدا جدا #زد_رصيدك 75 ,Maghrebi
536016012332650496,BH,13,# Bahrain انتي الابو والام وعيالي ،وانتي كلام النور في بالي، وانتي الهوي في اول وتالي ،احلي الاسامي انتي يا بحرين . #البحرين #بصوتك_تقدر . ,Gulf
1185233104342003712,DZ,14,حسابشخصي ان شاءالله ربي يحفظه,Maghrebi
1066111440203976832,JO,6,حسابشخصي مختوم ومجدد لخمس سنين هه طول عمري بكتب اسمي هيك Mohammed Abdullah الموظف خلاه Mohammad Abdallah 😂 ,Levantine
948674796711219200,SD,1,اركب ياخ شيل ياخ استمتعتا والله بالديربي بتاعكم يا اولاد لندن ما قصرتو معاي وموراتا طلع مهاجم زوط ساي,Maghrebi
856823779271598080,LY,17,معاي واحد لحيه تجوز وطلق وعنده زوز صغار خدي واحده تانيه وتوا بيرد الاولي وسنه تانيه ح ياخد الثالثه ناس مستريحه,Maghrebi
1133532848336588800,LY,17,حسابشخصي الله يسلمك، بالتاكيد مفيده . ,Maghrebi
685391630518632448,SY,7,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي علي بعضنا ؟ ؟ ! ! ! ! هه وتنتخبوا مين فاديوش العظيم,Levantine
950724301140955136,SD,1,معقوله ؟ ؟ ؟ ؟ 😂 لا دي قله ادب والله،، رابطويب,Maghrebi
662971953075101696,EG,10,حسابشخصي حسابشخصي يستنوا لما الاشاره افتح عشان يعدوا الشارع، ولما اضرب كلاكس الاقي راجل او ست كبيره بيبصلي باحتقار 😏 ,Egyptian
826151425763852288,MA,9,بمناسبه الرجوع للاتحاد الافريقي، مايفرحوش بينا بشي طريزيام موا ؟ ! 🤔 ,Maghrebi
1041795412414406784,SY,7,حسابشخصي تسسلم ياغالي، بشرفني هالشي 🙏 ,Levantine
606513001680764928,SA,2,اذا جبت اكل وفيه ورعان بالصاله رابطويب,Gulf
1152264278323408768,KW,3,هذا رجل بمليون رجل احترم العامل وشال زباله الزبال وحطها بوجهه ولمن يعمل هذا التصرف الغير اخلاقي نقول لهم خل عندك تربيه واخلاق وخل زبالتك بيتك 🤙 . . رابطويب,Gulf
1131482218545782784,BH,13,اشتقت اقرا لي كتاب وادمنه واظل عالقه فيه مو قادره اخليه ! ! ! ,Gulf
562298809128976384,OM,0,حسابشخصي حسابشخصي قايلكم انها مسرحيه هالمحاكمات . . ,Gulf
1071704086846820352,LB,5,حسابشخصي حسابشخصي بلاها لان موضوع الفساد المسيطر عالبلد صار مضرب مثل بالعالم كلو,Levantine
1173775233054072832,DZ,14,حسابشخصي هه لا دنا اتعزم بقي مليش دعوه عشجنيه ايه اللي عايزاها,Maghrebi
967480412070014976,JO,6,#حياتك 21 وين المكان اللي يبيع ابتسامات انا حزين ولازم اني اجامل #الشاعر_بلال_الماضي يستحق المتابعه 📍 حسابشخصي حساب الدعم : حسابشخصي,Levantine
971492771008835584,PL,11,فتحت احضر المباراه . . . هووب الا هيجوين بجيب جول هه وجهي حلو عاليوڤي 😂 ,Levantine
1017480585521041408,MA,9,قالت لك خايفه تجي للمغرب . . . 😂 وهي لي بحالها كيجيبو الصهد كتنوض العجاجا 😎 هالعار ماتجيش خلينا نتمتعوا مع ريوسنا,Maghrebi
1157265761800511488,MA,9,حسابشخصي هادشي راه معروف ارا واش جابت شي حاجه اخري جديده,Maghrebi
1100828761887514624,JO,6,حسابشخصي الله يرحمهم جميعا والله منظرهم بقطع القلب,Levantine
397133368892338176,QA,4,احلي اجواء بلندن مع المطره الخفيفه رابطويب,Gulf
1170729273969299712,AE,15,حسابشخصي والله محد جالد تنظيم الحمدين غير الاماراتين ابدعت اخوي يوسف استمر 😂 ,Gulf
909504700470439936,TN,16,#مثلك_الاعلي_هو️ هه انا كاتبه ف البيو هتلر بس بصراحه مثلي الاعلي الحقيقي مالوش وجود,Maghrebi
1160036860909051904,SD,1,حسابشخصي ايوه انا مؤمن ايمان قاطع ان شاء الله الامور حتتصلح,Maghrebi
1158711994863763712,YE,12,حسابشخصي لا هذا ممثل تركي,Gulf
1065151844241031168,QA,4,حسابشخصي خلاص اتصلت لهم دربك خضر,Gulf
1106530117810049024,BH,13,لا صار لك حاســد ، و ناقد ، ولـوام ف اعــرف انك ب عالي المجد جالـس لو منت ب كفــو ما بتلتفت لــك اقوام ولا ب تجيب لك طاري . . ,Gulf
1154115085381640192,EG,10,كس ام اللي كان مستني ياخد الدوري ولا طالشي 😘 ,Egyptian
952105717049254016,IQ,8,ما زال ابويه يشوفني نايمه يجي يكلي بابا زنوبه اكعد اكله ها بابا يكلي رادو يكعدوج بس اني مخليتهم . . ارجعي كملي نومتج 🌚 مشكور ما كصرت يبه رابطويب,Gulf
708343785386852352,SY,7,حسابشخصي هلاا خيتوو مساكي يا قمر,Levantine
876262544750637056,IQ,8,حسابشخصي حسابشخصي مشتاقلك حيل صديقي الحبيب ، بوسات لعيونك,Gulf
1034514861529751552,QA,4,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي يا بش مهندس الله يرحم والديك لا تجلط الرياني علينا . ! ! شكلك جالس في مكتبه قطر الوطنيه وقاعد تطلع تاريخ الريان وترسل له تاريخه امحق تاريخ . ! ! والكلام لك الحين يالبوعينين والنعم في قبيلتك لكن بصفتك رياني عندي لك نصيحه . ! ! اذا ارسل البش مهندس لك شي اعمل نفسك ميت 😂 ,Gulf
974450122259161216,EG,10,حسابشخصي احنا كويس اصلا اننا دخلنا ترتيب السعاده كون ان مصر يبقي فيها سعاده برغم الظروف اللي فيها ده في حد ذاته انجاز,Egyptian
1171246779028971520,OM,0,حسابشخصي كيه امس تقولي تروحي شايفنك كاتبه والا انا انود كنت 😂 ,Gulf
977286306576429056,YE,12,حسابشخصي كم اوجعكم هذا الكتاب,Gulf
1050395140014116864,EG,10,حسابشخصي ياا طمنتني كنت خايفه اوي مشوفهاش,Egyptian
951912304668323840,IQ,8,حسابشخصي ان شاء الله ماتنسي الابتسامه وتضل الفرحه مرافقتك طول العمر 🙏 ,Gulf
1003712181102350336,SA,2,حسابشخصي انقل مني شفني رافع الورقه 😂 ,Gulf
1073910365598056448,QA,4,حسابشخصي و احنا اشذنبنا تذكرنا 💔 ,Gulf
1118923115793387648,SA,2,حسابشخصي اخيرا ليتك رايح للسودان منذ مبطي,Gulf
962401615998275584,JO,6,نسبه الناس اللي بتكزب عالسوشال ميديا رهيبه ! بكزبو بقصص انتا عارفها انها مش صح وبتقرا شو كتبو وانت عامل هيك 🙄 مو معقول الامراض هاي ارحمو حالكم ! ,Levantine
1170745791306260480,SD,1,حسابشخصي حسابشخصي انت اطلع منها بس وهي تحلا,Maghrebi
897183486611685376,LB,5,حسابشخصي حسابشخصي الي ما راح عالشام كانو ما عاش الحياه . . رابطويب,Levantine
370611485476540416,OM,0,ناس تسافر وناس تتزوج وناس تتكشت وناس تتمشي وناس بالمطاعم وناس وناس وناس . . . . . . . واحنا ياربي بالبيت قاعدين بين . . . رابطويب,Gulf
906965640908591232,EG,10,سعد سمير عصبي جدا النهارده و نتيجه عصبيته انذار ملوش لازمه ف اول مباراه 😕 ,Egyptian
1060264515210748032,PL,11,حسابشخصي حسابشخصي وانا كمان بيعجبني تفكيره #محمد_عساف #ليالي_الكويت,Levantine
510962881752354816,SY,7,تفكير بيشل يؤدي الي وجع راس,Levantine
1166378601790529536,SD,1,حسابشخصي انا يادوب حشجع الشرع حلل اربعه 😁 ,Maghrebi
1151952265974046848,BH,13,عيـا النوم يجيني من بعد وجهك ، ماسرقني فالوصوف سواك يا سمح المحيا ♥️ ,Gulf
884134564570042368,IQ,8,اخاف هذا حامد حديد يقول 😁 خوش مصادر عندك رابطويب,Gulf
1166468060989009920,MA,9,حسابشخصي متقوليهاش 😂 اوا صافي هيا القاعه ديال تامونت,Maghrebi
841595902653526016,AE,15,حسابشخصي حسابشخصي حسابشخصي لما تروح وتشوف بعينك اجراءات الشرطه اللي تعتبر صحيحه ١٠٠ ٪ راح تعرف ان الكورفاسود عباره عن مرتزقه,Gulf
990679542296662016,YE,12,انا والجامعه مدري مين يخلص الثاني 💔 ,Gulf
1013082072313888768,QA,4,حسابشخصي خلاص موضوعه عند بيريز,Gulf
978628543717478400,YE,12,- شفيك ؟ . فيني اني بدونك م ابيني . ,Gulf
1173013488790380288,SD,1,حسابشخصي حسابشخصي حسابشخصي حسابشخصي الحزب الشيوعي محرك اللعب دا كله بتحت ياجميله ماتسمعي الشعارات دي,Maghrebi
1176586136195620864,QA,4,حسابشخصي اللحين ولا يهمج 😍 تبين ؟ ! ,Gulf
1039186023350239232,SD,1,في العلاقات كان الولد كان البت اي واحد فيهم لو اتعامل كويس وكان بقول كلام طيب وبتنازل كتيره عشان العلاقه تمشي يقوم الطرف التاني يعتبرها ضعف وتبدا تظهر المشاكل عشان في طرف بتنازل كتيره وفي ناس بتاخذها ضعف في الشخصيه لكن وقتك التكون زول ركوب راس وما بتمشي يقولوا دا الزول المناسب . . ,Maghrebi
964891387807321984,IQ,8,نفس السؤال بس بالمكلوب ليش احنه مشاهد العنف والقتل عادي الطفل يشوفهه وبالعكس يكيفون الاهل عود ابنهم يصير رجال وكذا . . بينما اذا اكو مشهد بيه حب يعني او رجال يكول لزوجته كلام حلو او اي شي ميقبلون ويخافون علي ولدهم ليصيرون مايعين 😂 رابطويب,Gulf
1186300510875344896,LB,5,اول واحد لازم يتحاسب معلمك : هيلا هيلا هيلا هيلا هوو . . . 👇 رابطويب,Levantine
523949708239052800,BH,13,اذا طولت وانا اكتب تراني منسدحه واكتب باليسار ☺️ ,Gulf
831590757685395456,TN,16,حسب رايكم عباره الشايب و العزوزه ، هل هي عباره ماهيش باهيه ؟ اش رايكم ؟ ,Maghrebi
1165605249933090816,LB,5,الصبح كان في اكشن اكتر 🙄 #علي_اجر_ونص_لل_ ٥ _ونص,Levantine
1011727042843463552,PL,11,حسابشخصي نفس النظريه شيل رونالدو البرتغال ما بتوصل كاس العالم اصلا مش جاي اقلل من ميسي لانو بضل ميسي بس قبل ما تقلل من رونالدو بعد اي لقطه بالبرتغال تذكر شو عمل للبرتغال . . ✋ ولا تنسي اوتوماندي من حسبتك ، وماسكيرانو مع انو اليوم كان سيئ بس برتغال روح شوفها واحكيلي اسم لاعب بساعد رونالدو,Levantine
686595497230991360,OM,0,حسابشخصي يا عيني عالثقه . . اجلدد,Gulf
1040213034084560768,LY,17,حسابشخصي نعم عندهم خطه يحكمو ليبيا و يمشو في اللي يبوه و تقدر تقول انهم للان احسن فصيل سياسي في ليبيا يمشي في كلمته تقدر تقولي ليش القياده العامه سلمت المواني النفطيه للغرب ؟ ! مش عشان يشيلو الصديق الكبير و غيره من الشروط اللي مافي ولا واحد فيهن تحقق شن تسمي الشي هضا غير انهم عندهم خطه,Maghrebi
1016836377043001216,YE,12,حسابشخصي مش حلو ابدا لما يزيد عن حدو ♀️ ,Gulf
756104895602782208,DZ,14,محتاجه 😳 فولو بلييز 🙏 اعملولي فولو و ربي يعطيكم حساب قلبكم ❤ 😉 #القمه_والدعم_متبادل,Maghrebi
1125172470535868416,OM,0,حسابشخصي خلاص ايوا تاكدت . . ششكرا مريم، علينا وعليكم,Gulf
1181592007854186496,MA,9,حسابشخصي انا اتفق معاك ممكن نتقبل رفع تجربم المثليه ممارسه غير شرعيه . . . الا الخيانه الزوجيه هذي خط احمر بالنسبه لي كموقف شخصي,Maghrebi
949708134712512384,QA,4,حسابشخصي حسابشخصي حسابشخصي وانت راس مالك ذبابه مالك حساب خل السلق اللي فوقك اذا فيهم خير يردون,Gulf
909867142732029952,LB,5,حسابشخصي ضروري يكون في حل لدراجات الناريه لان كل واحد ع الدراجه الناريه بيفتكر حالو لوحدو عالطريق,Levantine
764191259116404736,OM,0,حسابشخصي استريح مكانك كلهم يقولو مايريدو مخلي عمرك الامر الناهي مثلا,Gulf
1101652860016750592,SD,1,حسابشخصي يا هناي ناس MIT ديل تتوقعي منهم اي شي، مش يقلب هوبا ياخ دا ممكن عادي يقع من سقاله و يكسر سنو 😂 ,Maghrebi
626672168814936064,LB,5,حسابشخصي حسابشخصي حسابشخصي ورده الغاليه انا بعتز فيك 🌹 ,Levantine
1001913517346258944,AE,15,حسابشخصي كرهتونا بتسامح تعال اغلط علي ديني وانا متسامح روح ولي دين خط احمر,Gulf
1090237246706454400,OM,0,حسابشخصي حسابشخصي ما بتنساه لكن بعد ما بتلاقاه,Gulf
475353736059973632,LB,5,حسابشخصي اظن وبعد الظن اثم انو ما في شي بس هيك ناس حبوا يتضامنوا وناس انقهروا كيف ناس حبوا يتضامنوا وعجقت,Levantine
983327857157005184,QA,4,حسابشخصي هذا الخبر يبيله ( يباب ) بس ما اعرف ايبب . . 😂 بخلي الوالده تيبب . . 😂 ,Gulf
1172911173320110080,DZ,14,حسابشخصي قالك نتوما رميتو زبل فطريق تستاهلو تموتو بالفيضانات مافهمتش العلاقه مي هذا منطقهم 😣 ,Maghrebi
885907895824646144,BH,13,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي لو سمحت اقولك للمره الثانيه م لك حق تتهم حكومتنا بانها م تهتم لمواطنيها لانه م تعفي عن قاتل تمام ! عندك شي عدل بتقوله تفضل,Gulf
1020024589173362816,JO,6,وبعدين مع شهر سبعه كل سنه بطلع في قصه هذا لازمه شطب من التقويم,Levantine
1034608156868009984,YE,12,انا قلبي بيتكلم انا قلبي خلاص سلم وبان الحب فعنيا . ,Gulf
1158519374346674176,EG,10,اللي هيعملي قلق وقرف ونكد في حياتي رابطويب,Egyptian
1001615583467769984,SY,7,الله يسعد كل واحد شاف هالتغريده ويحقق يلي بباله، ويعطيه ليرضيه، ويسسر امره، ويشرح صدره . 💙 ,Levantine
1053047961012330368,SA,2,حسابشخصي حسابشخصي جعلك تسلمين من كل شر ياا رب 💜 ,Gulf
978695467079958400,QA,4,حسابشخصي حسابشخصي وجه البومه ارواح المسلمين مب لعبه عندكم ان ربك لابمرصاد هذا اختبار لكم ياقتله اطفال اليمن حسبي الله ونعم الوكيل بحلف الفجار 🙏 ,Gulf
912361641416777600,QA,4,حسابشخصي هذي حاله يعني كل سنه ننطر شهرين لين يوصلنا التلفون الجديد,Gulf
895550798423359488,OM,0,حسابشخصي شراحيلي راح يوقع للنصر بعد المخالصه من الهلال توقع فقط ممكن . . . وممكن . . ,Gulf
1141198491877818368,QA,4,حسابشخصي ام حمار من فصيله #مشعره_وافتخر,Gulf
951389654598766592,SA,2,حسابشخصي امين ولك بالمثل والله يبارك لك فيها,Gulf
