id,dialect,dialect_l_encoded,text
1006328986132246400,LB,5,ممكن ماعاش حدن يحكي عن الجامعات بقا لانو طفا قلبي ؟ رابطويب
1105509713935040384,BH,13,طريق المراجل كل كيلو يجي دوار يديور معه ناس تردت عزايمها ! ! 
1094268239557902336,DZ,14,هو يشرب باش ينساها وهي تسحر في باش يرجع ليها والشيطان صندالتو تقطعت رايح جاي من بار للشوافه 😂 رابطويب
997936985548435584,SY,7,لا لا لا اكيد في شي غلط بساعه مو معقوله بسرعه يخلص المسلسل 😢 #طوني_عيسي_الحب_جنون حسابشخصي #طوني_عيسي_الحب_جنون #طوني_عيسي_الحب_جنون #طوني_عيسي_الحب_جنون #طوني_عيسي_الحب_جنون #طوني_عيسي_الحب_جنون رابطويب
1037266889167302784,JO,6,حسابشخصي حسابشخصي وكمان الشغله لما حجزت الرحله كانت نفس الرحله علي الملكيه بس السعر دبل حرفيا دبل
1105959219524747264,SA,2,حسابشخصي من خويك ؟ ؟ و ما ابتدي التصويت اصلا
948687413077045248,PL,11,هاد رقم جوال #عدنان_الضميري الشخصي 059798955 ضروري جماعه تصحايه الفجر يتصلو عليه يصحوه 😂 
806264056122408960,DZ,14,حسابشخصي مي وعلاه راكي تهدري بالمصري 😂 
881565177535221760,BH,13,اليوم كنت في #الرفاع ( الحجيات ) … موجود لافته كبيره لدعايه مسرحيه الحياله … مقصصين وجوه النسوان فيها … تعتقدون من اللي قصصها ؟ 
1002250750054092800,SD,1,زمان انا واخوي لمن نقول كلمه مع بعض كان بديني لبعه في ضهري وبقول لي حدد حدد يعني اهبش حديده رابطويب
774808276072599552,LY,17,امس حقيت لعابه دورتموند وهما خاشين للهوتيل 😎 
279201826874720256,BH,13,# bahrain اشفيهم ذيلين اشيبون بالضبط ! مانبي شي نبيك اتفج من عالم السياسه بس . . . 
1139533515706511360,AE,15,الارض الحاره و هذا اللي عديم احساس جالس يصور شو من دم عليه ! ! ! ! ! رابطويب
947964404183781376,DZ,14,حسابشخصي الحمد لله هه بس اكيد مو نشجعهم ف نفس المرتبه لهيك نحكي عن شخص اكثر من الثاني
1140686244063698944,EG,10,ياعم اللي يقول يقول كده الشعب كله اخوان يعني ده منطق متخلف ! كل واحد بيقول الي يرضي ضميره والي شايفه صح المواقف اللي زي دي بيبان فيها الاصل والدين محدش فينا هينزل الشارع يعترض اها بس كفايه اننا كلنا نبقي عارفين الحق والظلم رابطويب
1142705227579232384,AE,15,حسابشخصي يقولون لك نزل وزنك بطريقه دبلوماسيه . 
863190345433133056,JO,6,حي عزوتي اللي من ضاقت نبع به بركان حي الصخور اليا من قست بنا تعزوينابها
866755699841388544,YE,12,حسابشخصي وش السالفه طيـب 😀 وش حاصل بينهم ؟ 
948273314916691968,IQ,8,كنا حنروح في داهيه لكن ربنا ستر
787434653338787840,MA,9,حسابشخصي حسابشخصي حسابشخصي حيقعد هو يدور علي الفرق بين المغربيه و المصريه عشان يجوبك كل الستات شبه بعض خدها فكره عندك
1074524412936896384,PL,11,حسابشخصي حسابشخصي اذا جد بتعرفيها اكيد اكتبيها 🤔 بس حاولي تكون اشي زاكي 😂 
404277009997910016,MA,9,حسابشخصي هه وي هدا هو السؤال المطروح ديما مالين الدنيا و شاغلين الناس هه
1164887702325616640,BH,13,حسابشخصي حسابشخصي ٤٠ دينار سعره من السيف جاليري ما احسه عملي لاستخدام يومي ، اعتقد هو جيد لمن يدرس او عايش في الخارج او امراه عامله محتاجه تطبخ . . 
1172976143235977216,EG,10,حسابشخصي حركه بشعه بجد يعني ليه ليه ماتاخدي معلقه رز ومعلقه ملوخيه بعدها ليه شغل العمال ده ومحارين الاسمنت 😂 
1021902800060600448,TN,16,حسابشخصي يعني موظف و جاتو ترقيه في نفس الوزاره
682532002051002368,TN,16,عام جديد . . عمر جديد . . حياه جديده . . دنيا مزيانه و محبه اكثر مع برشا فرحه و ضحكه ما تغيبش علي الفم نجاح و تميز هادا اش نتمني في 2016 لناس لكل
918879235921600384,SY,7,حسابشخصي حسابشخصي حسابشخصي اخي الله يرضي عليك انت تعاملت مع فئه . . وانا سوري واعلم ان فيه من الكلام اللي ذكرته بس صدقني هذول شبيحه اللي عندهم حقد . واتمني لو يترحلون
1175867214689427712,LB,5,حسابشخصي اي هيك ها صرت عم اعرف شو عم تكتبي 👍 🏻 منوره بالعربي 😁 
1016472012229890048,LY,17,حسابشخصي الله غالب خوي علاوي، ربي يجيب اللي فيه الخير . 
591530746633826304,PL,11,حسابشخصي الله يسامحها وكمان مختارتها اختيار ورمت الباقي عالجنب 😂 عوافي اصلا حلوه الزنوبه 💔 
1082305815715987584,KW,3,حسابشخصي حبيب انا موجد صارلي اسبوع بس من الدوخه والحوسه للحين بالببيت امركم ان شاء الل
865659251473207296,BH,13,حسابشخصي حسابشخصي احنا جمهور نحطم اللاعب ونهدم والا السبب واضح والعله وين
987000539748732800,SD,1,حسابشخصي كل مازكر صحيح + تي
1175820163125534720,SA,2,الربايع السمينات يحصلن علي احترام بسبب سمنتهن يقلون ذي سمينه ماتحمل ونحيفه كلن يرفسها يقلون ماتسوي كيلو
1056217800010817536,PL,11,حسابشخصي لا سحلب ما بحبوو
1161020403181150208,OM,0,حسابشخصي ما شاء الله حبايب قلبي فديتهم كاشخين
1166376695324139520,AE,15,حسابشخصي و اشمعني الريال يونايتد البرسا و الليفر اتلي ما رفعوا الاسعار و ما خربوا السوق
1164135242984239104,MA,9,حسابشخصي لا يا اخي هذا ديال العيون 😂 والي جيتي شي نهار لهتد المدينه جي لهاد لابيسين حيت صراحه زوين وخا يبان ليك اخضر راه غير الزليج اما النظافه سانك سانك
1172471530225393664,DZ,14,حسابشخصي و اخيرا انظممتي الي الشله نتي عالاقل قلتيلو انا بلوكاني لاني علقت عند صديقه عملتلو منشن 😂 
1090353437714329600,OM,0,حسابشخصي حسابشخصي خليه يسب ما يعكس الا اخلاق بيته اللي تربي عليها . . . 
1158785641930481664,TN,16,حسابشخصي كل مره نبدا فيه نتفرج حلقه زوز و نقص مع انو نحب نشوفوا اما ما عنديش طول بال فيسع نفد ساعات فيلم نقسموا علي نهارين 😂 
1068219283057115136,AE,15,ياخي ما ابغي اعطيكم بلنتي بالقوه . . . . ياخي القرار قراري ما ابغي ارجع للفار علي كيفي مب كيفك . . . . . اذا قراري مب عايبنه ارفع شكوه والا تظلم . . . . بقولك حتي الشكوي والتظلم ما بتفيدك لان المباراه انتهت . . . . وعن الحشره 3 نقاط ماشي 👍 
1184961585997111296,MA,9,مول هاد الدار هو اللي كان كيقطع الكوره لدراري في صغرهم وخلي كبروا وكيريحوا لي حدا باب الدار كب الزيت المحروقه وملي عيا معاهم دار هاد الحديد رابطويب
1173733221655298048,PL,11,حسابشخصي اخخ دخلت الفاندوم بعد ما خلصوا كلشي 😭 
953974620369096832,DZ,14,حسابشخصي قووي الكلام بس نعملهم ايه ياريت يفهمو
988044462290014208,LY,17,حسابشخصي كل عام وانتي بالف الف خير شافو يا غاليه ربي يخلي الجاي من حياتك كله فرح وسعاده واعياد ويكون عام جديد كله نجاح وتحققي فيه كل ما تتمني يا رب
1018238291433459584,DZ,14,مرعبه فكره انو العرب انتبهو لمنتخب كرواتيا وصارو يشجعوهم 😭 
696251926204145664,JO,6,حسابشخصي الوحدات والفيصلي هم اقوي فريقين بالاردن مثل ما تقول الاتحاد والهلال
730323938174177280,BH,13,متي راح يعم السلام وتتوقف هالحروب اللي قاعده تصير #بالعالم ؟ ! ؟ 
1154901905845493760,DZ,14,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي وي يهبل تحسو يلعب من قلبو 😍 
946738514057662464,DZ,14,راحوا الطيبين بقيت الا انا 😊 
1030082208537698432,DZ,14,حسابشخصي حسابشخصي مينهو ؟ اكسو ؟ لوكاس ؟ مالهم هادو
1129102561955520384,MA,9,حتشوفو مباراه الهلال او مباراه النصر ؟ ؟ 🤦 🏻 ♀️ تخيلو المباراه راح تبتدي مع اذان المغرب عندنا 🙇 🏻 💔 
1165001990654648320,IQ,8,حسابشخصي هواي هيج علقوا اغلبيه 😂 
896464852264378368,PL,11,كلام كفار تدقيش كتير : O Heba Mh Alastal : - D رابطويب
1044651073514934400,LB,5,حسابشخصي حسابشخصي هه لك ما عم ياخدهم عم ياخدنا نحنا 😄 
1168098078651559936,DZ,14,حسابشخصي حسابشخصي ماشي صورتلهم فيديو ، هي اسراء لي صورت الفيديو و حطاتو فالسناب و طاڨات فيه غير لي تدير فيهم ثقه و منهم بنت عمها الكلبه ، راحت داتو لباباها و خاوتها و حرشتهم . علابالك واش تفكرت كي قريت القصه تفكرت نهار قلتيلنا حتي فاميلتك ماتخليش عندهم تصاروك تشفاي 😶 
1172504223738732288,MA,9,حسابشخصي 😂 لا منمشيش حيت نويت نبدا السبان هه
1160051988324933632,KW,3,حسابشخصي دام بمشهد ما اشوف الصناديق الزرق تبع الصدقات ومحلات عصاير شير موز وطالبي 😀 
1039031360286089216,KW,3,وجه اذا ضحك ، تضحك معاه الدنيا وقلبي 🖤 
845355612246626304,DZ,14,#الانترنيت في الجزائر ثقيله 😡 لدرجه تقدر تروح #لدار 🏠 مولا الستاتي وتقولو عجبني بزاف وترجع خخ 😂 خايفه نلقاكم ڨاع . . . رابطويب
478225261171720192,BH,13,حسابشخصي حسابشخصي حسابشخصي حسابشخصي انا اقول جذي بعد 😂 . . . { اقول موب زين اللي يتفلسفون ماما 🚶 } 
941044975990722560,SA,2,لبيه يا صــوت سمعته وفـزيت فزت غريب سامع صوت غاليه من كثر حبي له علي طول رديـت قال السلام وقلت من القلب لبيه
1062772497681170432,OM,0,حسابشخصي ياخي خلها تعلمت تقلم اظافرها منهم 
555661940828438528,PL,11,بنفعش نخطف ابناء قيادات الفصائل من #حماس و #فتح وبنقلهم يا بتحلونا يا بنقص شعر اولادكم ؟ ؟ 
1150185895938666368,MA,9,حسابشخصي زواني 😂 كنزل فيها طول وعرض
1160926260492738560,QA,4,ساقني لك بين كل الناس سايـق وسلمتك قلب من قلوب ال مره ♥️ . . 
953758264998744064,BH,13,شحلات العمر اخلصه وياك ويصير ابيض شعر راسي . 
1158481758658150400,KW,3,حسابشخصي احنا اهل الديره ما نسوي چذيه ونحترم القانون شفيهم مستسبعين علينا
861357907622932480,LY,17,العرب لوله مغلطوش لما قالو اللي قالوه فالقول لولي
1063800236852818048,PL,11,وخير جليس في الزمان امك ❤
1120020979906904064,SY,7,حسابشخصي شي حلو . . خصوصي في مهن قريبه من الانقراض بس يلي بعرفو اصحاب الحرف النادره مستحيل يعلم حدا الا ابنو ويادوب 😂 
1083734759958867968,MA,9,حسابشخصي الله يعين المعيوف والله مايستاهل يكون حارس اصغر نادي مو فريق اول
1170333258443317248,AE,15,حسابشخصي المواطن وش بقي له . خليها تسوي كاب كيك من المنزل وتبيع عن طريق الانستقرام وايد اشرف لها من 6 الاف درهم
938393854339964800,BH,13,حسابشخصي حسابشخصي اخي العزيز اذا سمحت لي . . . شاللي تغير في الكويت وهل الكويت بمواقفها الحاليه هي نفس كويت جابر الاحمد وعاشق البحرين سعد العبدالله ؟ اللي يشتم ال سعود وال نهيان وال خليفه معزز واللي يتكلم عن حمد جبر الثاني يحاكم . . . كبحريني خسرنا الكويت وكسبنا الامارات . . . السموحه داش عرض
950071071243493376,YE,12,طلعوا يفدوا السروال حق المؤسس والحفاظه حق سلمان رابطويب
717331358243270656,DZ,14,حسابشخصي حسابشخصي حسابشخصي بنات واش رايكم نعرضو اخواتنا في الدول العربيه ثاني احنا معروف علينا تحلاب خلي نكملو علي ظهر احلام 😊 
1107675229768302592,EG,10,حسابشخصي هو کان حد افتی انه لما تخش تستحمی ماتولعش النور تستحمی فی الضلمه علشان ماتتفتنش بنفسها 😄 
1177213425858109440,IQ,8,حسابشخصي عباله يرجع صدام حسين للحكم
975351838663938048,KW,3,حسابشخصي هالبنت كانت معانا ب اوبريت كلنا كويتين . . تهبل عقل وادب واخلاق . . . . بس للاسف المذيع واشكاله يبون البنات يتمردون علي اهلهم . . . لكنها انظف منه وكل بنت كويتيه الله يحفظهم من اشكاله اهلكم وثم اهلكم مالكم شغل بهالاشكال . . . #انتهي
968787955467931648,QA,4,حسابشخصي حسابشخصي يارجل انتو ماعندكم الا العدد تهايطون فيه ولندن حقتنا يعني نطردكم من كل مكان ونخليكم تباتون في الشوارع 🤣 
1165522036497760512,LB,5,حسابشخصي بلكي يتعلم هالشعب ما يمشي ورا زعيم . لان اذا مات رح يتغدوا ع اسمو . نفس الحرر الاهليه . . . يلي ماتوا . . . ماتوا . . والزعما نسيوهن و قرطوا البلد . تخلوا عن الزعماء . . كونوا فداء للوطن وليس للزعيم . 
1166499705196556288,LY,17,حسابشخصي وين بالضبط بالك نقول عليه لاختي
823825613660233728,AE,15,حسابشخصي الله يخلي تقويم ابل من زمان فيه التقويم الهجري
1130204387777892352,AE,15,ماشاءالله عليه وايد عنده اختراعات بس وين اللي خذته الدوله وطبقته وقدرت تستفيد منه رابطويب
828989520091701248,LY,17,حسابشخصي الامل في الله كبير
997941872613056384,SD,1,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي اخرسي يا حرمه وروحي سوي كبسه ضب مشوي 😂 رابطويب
1174746421347717120,EG,10,انا اشتم بلدي واكره اللي يقول امين يعني انتقد حاجات فيها اه وازعل منها اه انما اوقعها بمساعده الغرب ودول عدوه ليها واروح اتحامي فيهم زي العلق واعمل فيديوهات من هناك ابقي خاين واستاهل اللي يجرالي انا واهلي #الجاسوس_محمد_علي
351356097942142976,KW,3,حسابشخصي زين انا اول واحد انت ليش ما تسوي ريتويت هه
1152224795309805568,YE,12,حسابشخصي ماشاء الله ١٠ / ١٠ جميل خطك
1176462512415563776,SY,7,حسابشخصي التعليق عل الفيديو غلط التعليق الصحيح هو الله يكسر ايدين اللي حمل الطفل هالحمل بدل مايبعته علي المدرسه . 
1092053026918014976,SD,1,حسابشخصي صدقتي والله،دا لانو البيئه حقت التربيه بتخلي البت تحس انها عاله علي المجتمع،وبيرددو علي مسامعها البنات هم،وانو هي موجوده لخدمه ومتعه الرجل
929829803880050816,LY,17,"حسابشخصي هل في طريقه انك تتواصل مع صاحبه , او انك تعرف مالكه"
1110253790664552448,JO,6,حسابشخصي حسابشخصي لا شفت هلا عالانستغرام انه طلع بعد ساعتين وانه هدا طفل من الخليل مش اخو عمر ابو ليلي وانه اخدوه لانه رمي عليهم حجار
1108734323459612800,SD,1,ﻟﻮ ﻟﻴﻚ #ﻧﺼﻴﺐ ﻓﻲ ﺣﺎﺟﺔ ﺣﺘﻰ ﻟﻮ ﻛﻞ #ﺍﻟﺴﻜﻚ ﻟﻴﻬﺎ ﻣﻘﻔﻮﻟﺔ، ﺭﺑﻨﺎ #برتب ليك ﻛﻞ #ﺍﻷﺳﺒﺎﺏ ﻟﺤﺪ ﻣﺎ ﺗﺒﻘﻰ ﻓﻲ ﺇﻳﺪﻙ، #ﺍﻃــﻤــﻦ 💜 
927752002309799936,OM,0,حسابشخصي غير صحيح استاذ عماد هذي معابد كيباسا بمنطقه الوري في الهند
1059110411495186432,JO,6,#كم_لتر_تشرب_ماء_في_اليوم 2 لتر طبعا بتذكير من تطبيق رشفه
1162760144868057088,QA,4,يالله خذ الحكم يبي يعوضهم ومايعرف شيسوي والله مصخره الوضع
1187922250290384896,YE,12,حسابشخصي عن نفسي ماشفت شي
799728577239543808,LY,17,حسابشخصي لاكن ماتنساش ليبيا كان عندها دور في تقسيم السودان
1074789447231815552,LY,17,حسابشخصي الحلزونه يما الحلزونه بس دايره مكياج
809390539149811712,SY,7,حسابشخصي طلع شعر علي لساننا و نحنا نعيد و نكرر هالشي من ست سنين ! ! ! 
1142108845952643200,DZ,14,حسابشخصي يعطيك صحه خاله قلتي لي في قلبي تقول مصدقوا القايد صالح قال هاذي الكلمه وهاجوا ربي يجيب الخير ان شاء الله 🇩🇿 
975186258468179968,AE,15,الان صارت البنت تقول انا ابي اهتمام بس وتفكر نفسها في تركيي ويجيها واحد ويقولها انا مغرم فيج ومدري شنو ويقولها تطلعين معي وهي مفكره نفسها في تركيي تطلع معه وتصير عند البنت عاده ومنهنا يبدي الفساد الحقيقي وتروح سمعت البنت ولا حد يرضي يتزوجها وهذه الحقيقه
885788355656601600,AE,15,حسابشخصي الله عليج . . . هذا رد فيه كتم الانفاس
1026866544050163584,TN,16,خبر مضحك لاعب كل يومين مصاب وفوق هذا بياخذونه ببرونو يعقبون رابطويب
1167686619635298304,DZ,14,حسابشخصي ربي يرحمهم و يرحم موتي المسلمين . 
541243937214976000,OM,0,حسابشخصي حسابشخصي هه تصدق ما عندي خبر ، بنشيك
1016720237662802048,LB,5,حسابشخصي منتكاتف بس تصير رجال وتشتغل كرمال الناس مش تعطل بلد كرمال وزاره وتروح تحضر المونديال عحسابنا #العهد_الفاشل #ما_بقي_نتحمل
1074374255637356416,DZ,14,حسابشخصي حسابشخصي ابتعدي عن 2 وش هي القصه الي اخترعتيها لي 🤣 
1147881217720758400,LY,17,هه، 💖 ،عيوني انتي كل عام وانتي بخير وصحه 😍 ❤❤ رابطويب
1072911042441826432,EG,10,زمان لما عربيه تبقي هتخبطني وانا بعدي كنت بزعق اقوله شيلني احسن دلوقتي بقيت بقولها وانا بستعطفه اللي هو وحياه ابوك يا شيخ شيلني احسن و حاسه محتاجه اتاسف لكل اللي زعقت فيهم قبل كده
628076904046702592,OM,0,حسابشخصي حسابشخصي حسابشخصي الله يبارك فيهم والنعم فيهم
1176039149863952384,AE,15,حسابشخصي وياكم ان شاء الله اخوي جراح 💐 
1104052961788022784,SY,7,حسابشخصي ابنو له تمثال ع باب ناديكم
1185861841878159360,TN,16,حسابشخصي الحمد لله يا رب يعيشك حسين 🌺 
1143556071895851008,PL,11,حسابشخصي حياتي والله ، طمنيني خلصنا دراسه وطلعتي من الحبس
954924119849684992,SA,2,حسابشخصي حسابشخصي حسابشخصي ياكلب تركوها قبل 120 سنه غصب مطرودين انت خلك بالمتعه تجي اقصاد او لازم كاش
1162505307379118080,PL,11,حسابشخصي حسابشخصي يا رييتنا بفلسطين . . موفق #محمد_عساف
936978039359107200,SA,2,حسابشخصي والله ما لبسناها فقط للتجربه
1096756600361152384,SA,2,حسابشخصي حسابشخصي الدلاخه متاصله في الفقراويه اللي مو راضين يفهمون ويرون الناس بعين طبعهم ؟ 
822506911299932160,AE,15,حسابشخصي حسابشخصي حسابشخصي محد مضحكه ومصخره غيره ياضحوكه رضا ويعقوب
1001192906722566016,SD,1,نازل امتحانات بعد رمضان اقسم بالله شايف رمضان زي الاسبوع
1187990756075737088,LB,5,حسابشخصي اييه مستاهله هالخبريه صراحه خبر عاجل 🤦 🏻 🤦 🏻 ♂️ 
1120414951104024576,PL,11,حسابشخصي هو المشكله انا ححفظهم لو بدي اقدم الاشي هسا بكره الصبح حيكون كله تبخر 😂 
1039490687341944832,SA,2,حسابشخصي اجل مالحقت ايام مصطفي ادريس . هذه عاده عندالنصر . 😂 
1105407870915538944,AE,15,والايام اللي ابكتنا ضحك . . صارت علي مر الليالي تبكينا حنين . رابطويب
906252450323148800,SA,2,حسابشخصي حسابشخصي ياكلب الكويت انت تجيك ام الركب اذ شفت كحيلان الي خلك تنحاش وتترك اهلك وراك رابطويب
998576727680016384,LB,5,حسابشخصي تحيه لقدرات عبد الحليم خدام وغازي كنعان التامليه اللي عارفين انو رح يقدم عالوظايف 10 % مسيحين وينجح نصن، خيط بغير مسله
858399597366046720,YE,12,حسابشخصي غلطت حياتي انني يوم حبيت . واغليت ناس ما اظن يستحقون . ياريت صادق ما هويكم وياريت قلبي عرفكم قبل ما صار مفتون . 
969956778002837632,SY,7,شايفيلكلن بطلت اكتب لانو ما حدا عم يقرا
1175823192549724160,TN,16,الليفر العظيم بيكسر الحظ و النحس ويحقق الدوري باذن الله
1056687031785570432,PL,11,غفيت صحيت حاسه الفجر مادن 😴 
830544841402617856,MA,9,حسابشخصي الف مبروك هوباتي اغنيه واعره تستاهل فخورين بيك و بنجاحك متديهاش في الحساد ﻷنك طوب الله يوفقك # ihabamir # fansihabamir # 2 kelmat 
688113538120855552,BH,13,اخوي شيب وللحين اشيله وللحين اوديه ينام في الحجره ☺☺
935612584539185152,LB,5,نداء شراره #لهون_وبس . 
1149058177973063552,IQ,8,حسابشخصي وربك مو بس حكومته . . هو ماصخ لدرجه التقيؤ . . ومن تنتقده يجاوبك البطران . . مثقف . هادي . متوازن . شسوي بثقافته وهدوءه وتوازنه وهو مثل هبل . رابطويب
757262976680329216,LB,5,حسابشخصي حسابشخصي هه ما باسر انا قبلان 😂 بعدني باول عمري مش حانهي حياتي دغري 😂 مش مستعجل 😂 
802707613381169152,TN,16,حسابشخصي مش انت الي بتقولي البائس يرفع ايده ده ايه الغلب ده يا ربي 😂 
1070470402726612992,TN,16,يحكيو علي فار بوطميره 🐀 هارب من قطوس 🐈 . . القطوس يجري و الفار يجري . . الفار دخل لكوري متاع بقر . . . مشي لبقره 🐄 ناس ملاح قاللها و هو يلهث : امان بقره . . ماني خوك . . خبيني . . . اكا القطوس خالط عليا باش ياكلني . . . . . . رابطويب
974696717596675968,IQ,8,ايفني اضحك كال هنياله مرتاح مايدري بوكت الصيد ماملك جناح رابطويب
803262384106336256,OM,0,الجفيلي : سال نفسك دوم كيف اخلي الفلوس تجيبلي فلوس ؟ ، #بيسه
1143801394044035200,YE,12,الان طيران يحلق بسماء تعز اعتقد انه رايح الضالع
958413773487968384,DZ,14,حسابشخصي حاطه بتشكيله اساسيه 😞 ان شاء الله يلعب
1169977205876768768,LY,17,حسابشخصي نقولوا مبارك ياسعد وتبيده بالصحه ؟ 
1039610515100721152,SD,1,حسابشخصي كذاب ثم كذاب من زمان ليه مادنت يا متواطي
878519415217770496,AE,15,حسابشخصي حسابشخصي حسابشخصي كرريها عادي ما ورانا شي مش ضروري اقتنع بكلامج وهو غلط 😎 ودامه مش انقلاب ليش طرد ابوه وجا الامارات 🙄 وان ع قولتج الاسرهبايعته ترا محد بايعه غير 🍌 
946798391337603200,BH,13, . . كفيتو وفيتو يا ابطاال #وراك_احمرنا… رابطويب
1171146478267621376,EG,10,حسابشخصي انا استوعبت الموضوع متاخر خلاص ما بقاش عندي تركيز خالص
1174690550521507840,SY,7,حسابشخصي حسابشخصي انحاش عندما قرا سيدني 🌹 
1097024840656187392,KW,3,انت تقصد حلجك انت . لاتعمم حنا حلوجنا ماتخيس بفضل الله . 
1165570730710450176,SD,1,حسابشخصي حسابشخصي ماتزعل الراجل موظف عندهم
951912204928012416,SY,7,الصفحات المؤيده اخذه وضعيه الضفدع المتفاجئ من اللي عم يصير مع جماعتهن بادلب 🐸 هه
1150625769653251968,SY,7,حسابشخصي خليك من هدول وزنهم ب ( قفوهم انهم مسؤولون ) 
992869575061659648,EG,10,طب اعمل حساب للعشره اللي بنا حاضر el 3 eshra . ely _ bna حسابشخصي . com 򑌋 💔 
1142692164801048576,PL,11,الاشكال اللي زيها محتاجين ريبورت مش ريبلاي واخد وعطا
1063496253357637632,IQ,8,حسابشخصي حسابشخصي كذابين يابه انته شفتلك معمم مومنافق بس الصوج باللوكيه الحثالات اللي خلوهم بالقمه
1051095639130599424,LY,17,عاارر معررعرر اعتراف من وزير التعليم بدالجليل بالرسمي . . . . . ! ! ! ! ! ! ! ! ! ! ! ! ياويلك كل اللي قتلهم النيتو دمهم في رقبتك . . . ! ! ! رابطويب
899697619248852992,PL,11,حسابشخصي ليش فش ايديت هنا للتغريده 😒 ان شاء الله
1087269165302456448,DZ,14,"حسابشخصي انا راني نستني في النقيب شوشان , قالك رايح يرشحو شخصيه باديسيه نوفمبريه"
1055195725489938432,AE,15,حسابشخصي مب بكيفهم غصبا عن خشومهم اذا يريد يطلع من الشبك تنظيم الحمارين وخيال الماته وشلت الانس عزمي لحماره والمرتزقه الاخونجيه الخونه لاوطانهم . 
1139316529949003776,JO,6,غيرنا صوره البروفايل كرمال اخوتنا في السودان و يمكن هادا الاشي اللي فعلا احنا بنقدر نقدمه ! و بنضلنا نردد هاي العباره ماتت قلوب الناس ماتت فينا النخوه يمكن نسينا بيوم ان العرب اخوه الله يفرج كربتكم و يرفع عنكم و ينصركم و يهدي بالكم و بال العرب و يوحد كلمتهم #السودان
970396618842411008,LB,5,حسابشخصي وزبال قوي وحرامي قوي وفاسد قوي ببساطه يا #صهر_الريس لازم يكون عنا قانون وقضاء قوي بيمنع الاقارب من تولي المناصب العليا والدنيا و بيمنع السرقه والفساد والنهب والتدجيل رابطويب
963054705038581760,SD,1,حسابشخصي ولو كلامي ازعجك او ضايقك عليك الله اول واحد اعملي لي بلك
1107066483996327936,IQ,8,حسابشخصي صاير تكتب روايات من اشوكت 😂 انت ماعندك اي مؤهلات لكي تكون كاتب اما بالنسبه لظهورك الاعلامي تره جمهور التيار الصدري سوالك صيت 😂 
1140755550814330752,LY,17,اللي صار قبل يا اهل صبراته بخيره وبشره شيلتوه لينا وشلناه، ، بس اللي بيصير توا نتيجه لسلبيتكم ومطامع مجموعه صغيره يا شيلو يا دورو من يشيل عنكم يا تحركو وشوفو من حطكم في هالنفق يعلم الله درنا جهدنا وتنازلنا عن . . . رابطويب
1173667076940206080,AE,15,حسابشخصي 🤣 عيل يلا ع الاحتراف جدامي يلا 🤣 
964655488255365248,EG,10,#علاج_نكد_الستات وحياتك ملهش علاج خلقن من ضلع اعوج لو حاولت تعدله تكسره صلي بس وادعي انت
939539931382378368,IQ,8,حسابشخصي تدرين شنو الحلو بيها الدفاع مضبوط ناتشو سبب الفوز بسبب الهدف المبكر بنزيما بعده عار عادي وكل هذا وباجر عطله
1155509448317841408,DZ,14,حسابشخصي تسلمين اثار هذا تيم ابن اختي
972085560276897792,IQ,8,هذا الاعلان اللي علي السومريه علي اساس بنيه تعزف يم القطار وبنيه تنتظر القطار وشاب بكامل اناقته يقرا جريده وشاب ثاني يوزع ورود للركاب هاي عود بالعراق لو بعالم موازي اخر شويه واقعيه عيني
826100175424856064,MA,9,حسابشخصي اشنو هذا ! ! واش عارفه بلي الحضري لاعب دو خبره راه 44 عام اش دخل هذا اللقطه بلي كلناه واحد طاح و ناض بغا يريح اللعيبه شويه
1150703978797314048,TN,16,حسابشخصي حسابشخصي حسابشخصي حسابشخصي العالم الكل يقول ضربه جزاء الا انتم يا سبحان الله اي لانو باش يتجلي لو تونس وصلت الفين ال لذلك فضح نفسو
1078285272754868224,SD,1,حسابشخصي الناس ديل بالظبط كده زينا يشيلوا من هنا يختو هنا
1172100400901763072,SA,2,اهدا لبعض الناس اللي مزعليني ☹️ رابطويب
1112210032890912768,OM,0,حسابشخصي تمدح وانا عبالي بيعتذر ع التاخير 🌚 
1177222746167812096,PL,11,حتي بعد الكرسي بتشبي 😂 رابطويب
1162259788526284800,TN,16,حسابشخصي مسانسين بالبكاء عاد انتوما حلومه هه مساكن من نكسه لنكسه اللطف وبره تنساوش اكا العشره سنين تاع الشياح قدامنا كل عام تقولو هاوباش نربح السنا و نعاودو نبكيوكم 😂 
1142950116850057216,MA,9,حسابشخصي عندنا الزهر لقينا هيفا و روبي فياماتنا واحد خونا كان كايحيبو علي تصويره الركبه ديال التيمومي هه
1149009854234800000,IQ,8,حسابشخصي اخلاقك الحلوه اخ كيان 💐 
974137026248368000,AE,15,حسابشخصي هه هو هذي مشكلته الصغيره 🤣 
328563616720748544,KW,3,حسابشخصي وصار مليونير ! ! يا سبحان الله ليش منهم وفيهم محد يطرق له ولي ساسه تاجر ينقدون عليه الميزان مقلوب حسد وغيره لا اكثر
1036617161240928384,LY,17,حسابشخصي متنساش التناطح حتي هي عندها خشم ايشم
1116605087357394944,AE,15,حسابشخصي خلني ساكت ومش وياي 😂 
